"NORTH CURRY (STAR LANE)",,,,,,,,,,,,
Grid ref,ST308243,Long,-2.987833,Lat,51.013898,,,,,,,
Station no,2072/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.04,,
February,,,,,,,,,,3.56,,
March,,,,,,,,,,2.24,,
April,,,,,,,,,,2.45,,
May,,,,,,,,,,1.15,,
June,,,,,,,,,,0.82,,
July,,,,,,,,,,3.62,,
August,,,,,,,,,,3.41,,
September,,,,,,,,,,3.53,,
October,,,,,,,,,,10.11,,
November,,,,,,,,,,2.85,,
December,,,,,,,,,,3.06,,
Total,,,,,,,,,,39.84,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.84,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
