"WOKING (THE GRANGE)",,,,,,,,,,,,
Grid ref,TQ022570,Long,-0.535354,Lat,51.302957,,,,,,,
Station no,217,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.45,2.27,0.95,1.30,2.19,3.93,1.59,2.29,2.39,2.32,,
February,6.50,0.74,1.28,2.71,1.74,0.43,3.39,1.78,0.11,2.23,,
March,3.95,2.72,0.51,2.53,1.17,0.79,1.60,1.43,3.19,1.51,,
April,2.85,1.76,2.47,0.40,0.25,1.14,0.30,1.33,2.48,0.73,,
May,2.68,2.34,2.02,2.74,3.75,0.27,1.59,1.90,0.84,1.68,,
June,1.05,1.75,1.41,4.00,2.54,2.08,0.94,3.55,0.80,2.30,,
July,1.52,0.66,3.23,2.94,0.24,3.70,3.19,1.88,2.14,2.69,,
August,3.27,2.76,1.64,2.22,1.22,3.53,2.17,3.81,1.77,4.88,,
September,2.14,3.46,2.08,2.50,1.40,2.81,2.90,3.93,0.05,2.52,,
October,0.59,3.36,3.20,2.35,3.11,1.98,1.64,2.50,2.63,6.60,,
November,6.76,2.98,1.39,4.98,1.53,0.72,2.81,2.22,3.15,4.64,,
December,2.44,2.54,0.73,2.89,2.49,3.52,2.19,2.90,5.18,2.90,,
Total,37.20,27.34,20.91,31.56,21.63,24.90,24.31,29.52,24.73,35.00,,
Calc annual,37.20,27.34,20.91,31.56,21.63,24.90,24.31,29.52,24.73,35.00,,
Difference,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
