"BROOMFIELD (THE OLD VICARAGE)",,,,,,,,,,,,
Grid ref,ST220320,Long,-3.114916,Lat,51.081996,,,,,,,
Station no,2076/9/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,4.64,3.46,3.01,3.11,,,,
February,,,,,3.23,0.21,4.35,3.53,,,,
March,,,,,1.17,0.64,2.41,1.15,,,,
April,,,,,1.03,1.76,0.13,0.70,,,,
May,,,,,4.35,0.45,1.29,,,,,
June,,,,,3.18,1.53,3.06,,,,,
July,,,,3.02,1.99,3.20,3.34,,,,,
August,,,,3.21,0.70,3.21,3.33,,,,,
September,,,,4.11,1.67,5.87,4.11,,,,,
October,,,,2.80,1.56,1.90,2.49,,,,,
November,,,,6.49,3.11,0.62,1.85,,,,,
December,,,,2.90,5.61,4.28,2.38,,,,,
Total,,,,,32.24,27.13,31.75,,,,,
Calc annual,0.00,0.00,0.00,22.53,32.24,27.13,31.75,8.49,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,-0.00,-0.00,NaN,NaN,NaN,,
