"BACUP",,,,,,,,,,,,
Grid ref,SD869224,Long,-2.199886,Lat,53.697872,,,,,,,
Station no,2921,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.56,5.95,1.74,3.74,,,,,,,,
February,4.14,1.35,2.30,4.09,,,,,,,,
March,5.08,3.14,2.43,3.45,,,,,,,,
April,3.40,4.65,3.85,1.45,,,,,,,,
May,2.31,2.17,2.42,3.10,,,,,,,,
June,1.65,4.61,4.33,2.98,,,,,,,,
July,4.07,1.86,5.94,4.67,,,,,,,,
August,5.38,4.99,5.35,6.35,,,,,,,,
September,4.01,4.25,4.15,5.27,,,,,,,,
October,1.16,5.47,2.70,,,,,,,,,
November,9.61,2.52,4.78,,,,,,,,,
December,9.81,4.54,2.08,,,,,,,,,
Total,56.18,45.50,42.07,-999.00,,,,,,,,
Calc annual,56.18,45.50,42.07,35.10,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-1034.10,NaN,NaN,NaN,NaN,NaN,NaN,,
