"ANERLEY (OAKFIELD ROAD)",,,,,,,,,,,,
Grid ref,TQ348700,Long,-0.063046,Lat,51.413004,,,,,,,
Station no,402,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.01,1.94,1.11,1.28,3.12,3.56,1.37,1.98,2.45,1.81,,
February,7.00,1.10,1.35,2.21,1.37,0.37,2.83,2.59,0.08,1.64,,
March,2.60,3.19,0.62,1.97,1.09,1.16,0.94,1.47,1.80,1.68,,
April,2.46,1.27,2.54,0.26,0.28,1.32,0.30,1.62,2.01,0.63,,
May,2.23,2.88,1.73,2.00,4.45,0.37,1.25,2.05,0.87,2.19,,
June,1.02,1.95,1.75,3.84,2.08,2.96,0.83,4.84,0.95,1.20,,
July,1.84,0.70,3.47,3.30,0.58,4.68,2.48,2.33,1.39,3.33,,
August,3.12,3.19,1.63,2.75,1.08,3.33,4.06,3.99,1.40,2.66,,
September,3.08,2.33,2.75,1.81,2.25,2.13,2.29,4.81,0.08,4.74,,
October,0.72,2.70,4.14,1.60,3.49,1.05,1.93,2.82,2.30,5.39,,
November,5.13,3.35,1.14,4.14,0.58,0.61,2.65,1.82,3.22,4.14,,
December,2.28,2.26,0.69,1.55,1.90,2.77,1.95,2.89,3.67,2.57,,
Total,34.49,26.86,22.92,26.71,22.27,24.31,22.88,33.21,20.22,31.98,,
Calc annual,34.49,26.86,22.92,26.71,22.27,24.31,22.88,33.21,20.22,31.98,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
