"EDDLESTON (PORTMORE RESERVOIR)",,,,,,,,,,,,
Grid ref,NT260507,Long,-3.180292,Lat,55.744002,,,,,,,
Station no,5079,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.30,2.74,0.74,3.75,1.82,2.28,3.82,2.47,1.24,3.61,,
February,2.74,0.68,0.82,2.14,1.55,1.93,3.19,3.36,0.75,3.14,,
March,2.97,1.15,0.52,1.76,1.33,1.83,2.46,1.84,1.27,1.74,,
April,2.79,1.51,2.63,1.15,1.13,1.02,1.56,1.81,2.04,1.78,,
May,4.31,1.62,2.39,5.25,2.82,1.41,2.68,2.60,1.05,1.57,,
June,1.95,2.29,2.25,3.22,1.12,3.02,1.70,3.25,2.17,0.99,,
July,3.19,2.70,4.05,2.73,2.50,6.00,3.90,7.00,2.97,2.64,,
August,4.41,3.62,2.32,6.54,1.17,8.19,5.53,3.30,0.97,5.53,,
September,1.56,2.60,3.12,4.72,2.58,2.62,2.02,2.94,0.65,1.82,,
October,0.48,3.33,1.67,6.16,3.20,2.35,2.59,1.49,3.31,3.67,,
November,8.72,3.53,4.99,4.99,1.16,1.26,2.46,0.99,6.90,3.81,,
December,3.09,3.33,3.67,4.27,5.51,3.60,4.66,5.90,4.58,3.59,,
Total,39.51,29.10,29.17,46.68,25.89,35.51,36.57,36.95,27.90,33.89,,
Calc annual,39.51,29.10,29.17,46.68,25.89,35.51,36.57,36.95,27.90,33.89,,
Difference,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
