"HUISH EPISCOPI (COUNTY SEC SCHOOL)",,,,,,,,,,,,
Grid ref,ST427268,Long,-2.818613,Lat,51.037687,,,,,,,
Station no,2074,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.17,2.10,0.59,1.46,2.92,2.57,1.85,1.76,2.97,3.01,,
February,3.56,0.66,1.12,2.40,2.26,0.35,2.86,2.65,0.27,2.34,,
March,2.78,2.23,0.37,3.70,0.94,0.51,1.38,0.41,2.98,1.74,,
April,2.91,1.85,2.85,0.19,0.96,1.14,0.10,0.60,2.28,2.35,,
May,2.61,3.89,1.84,1.77,3.51,0.35,1.68,1.80,0.85,1.12,,
June,1.24,2.27,2.67,2.62,2.31,1.59,3.10,3.29,0.60,0.90,,
July,1.96,0.39,2.93,2.37,0.85,1.92,2.29,2.04,1.29,4.99,,
August,3.43,3.79,2.76,3.86,1.06,3.72,2.35,2.80,0.81,4.39,,
September,2.98,3.19,1.79,2.40,1.02,3.74,2.53,4.04,0.08,3.23,,
October,0.66,3.43,2.60,1.80,1.34,1.45,1.87,1.78,3.26,8.42,,
November,6.60,3.96,1.38,5.09,3.80,0.63,1.55,3.24,4.24,2.49,,
December,2.31,2.45,0.68,2.65,4.80,2.20,2.43,3.50,5.34,2.76,,
Total,33.21,30.21,21.58,30.31,25.77,20.17,23.99,27.91,24.97,37.74,,
Calc annual,33.21,30.21,21.58,30.31,25.77,20.17,23.99,27.91,24.97,37.74,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
