"TARPORLEY (TILSTONE LODGE)",,,,,,,,,,,,
Grid ref,SJ568611,Long,-2.647325,Lat,53.145282,,,,,,,
Station no,2767/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.61,3.03,0.98,1.37,1.58,,,,,,,
February,3.32,1.22,1.38,2.80,1.55,,,,,,,
March,4.99,1.45,0.64,2.68,2.72,,,,,,,
April,1.61,1.99,3.02,0.61,1.74,,,,,,,
May,2.75,2.15,2.20,2.43,3.42,,,,,,,
June,1.30,2.05,1.37,4.23,4.36,,,,,,,
July,1.63,1.60,2.99,4.46,0.63,,,,,,,
August,4.38,1.37,2.64,3.59,0.26,,,,,,,
September,1.70,2.87,2.55,2.61,2.68,,,,,,,
October,0.95,4.42,1.77,4.95,1.82,,,,,,,
November,7.05,1.83,2.15,5.29,1.40,,,,,,,
December,4.31,2.24,1.60,3.71,1.64,,,,,,,
Total,35.60,26.22,23.29,38.73,23.80,,,,,,,
Calc annual,35.60,26.22,23.29,38.73,23.80,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
