"TOMACHOARUINN",,,,,,,,,,,,
Grid ref,NN606357,Long,-4.265779,Lat,56.492683,,,,,,,
Station no,5557/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,6.10,,,,,,,,
February,,,,6.13,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,,,
September,,,,,,,,,,,,
October,,,,,,,,,,,,
November,,,,,,,,,,,,
December,,,9.77,,,,,,,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,9.77,12.23,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
