"LOCH LOMOND PARK",,,,,,,,,,,,
Grid ref,NS391831,Long,-4.582602,Lat,56.013737,,,,,,,
Station no,5326,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.45,5.41,4.01,7.17,3.58,5.59,7.58,6.88,2.72,4.16,,
February,3.89,2.65,3.04,4.80,3.14,1.65,4.00,4.26,2.53,4.94,,
March,3.92,4.54,2.92,4.25,2.24,3.61,6.30,2.24,4.31,2.73,,
April,3.40,3.06,3.21,3.64,4.56,1.92,2.51,2.58,4.29,4.90,,
May,2.41,1.83,3.14,4.69,5.21,3.76,3.10,5.30,1.26,2.56,,
June,3.25,4.25,1.59,4.46,4.75,3.58,2.54,3.89,3.76,3.78,,
July,3.55,3.26,7.23,4.24,1.87,5.25,5.64,6.94,7.74,5.02,,
August,5.72,4.48,4.41,7.10,1.74,6.52,5.20,6.14,1.92,3.79,,
September,4.81,3.73,5.72,8.46,5.93,6.65,3.91,4.90,2.11,3.43,,
October,2.16,6.68,4.06,9.91,6.56,5.69,6.73,6.60,5.41,2.75,,
November,7.19,2.77,9.45,9.66,3.35,2.86,2.23,2.60,5.95,6.01,,
December,10.13,7.56,6.67,9.43,8.67,7.65,6.54,7.13,8.41,6.44,,
Total,56.88,50.22,55.45,77.81,51.60,54.73,56.28,59.46,50.41,50.51,,
Calc annual,56.88,50.22,55.45,77.81,51.60,54.73,56.28,59.46,50.41,50.51,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
