"BROMSGROVE (BROCKHILL P.S.)",,,,,,,,,,,,
Grid ref,SP001701,Long,-1.999955,Lat,52.328992,,,,,,,
Station no,2434/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.48,2.15,0.95,1.00,2.60,3.13,1.41,2.69,3.30,5.70,,
February,2.72,0.64,1.42,2.43,1.57,0.40,2.67,4.16,0.21,2.13,,
March,5.21,2.33,1.40,2.59,2.83,1.04,1.98,1.43,1.97,1.38,,
April,2.76,2.17,2.48,0.60,1.32,1.28,0.08,0.57,2.89,1.16,,
May,3.41,2.49,2.24,2.91,4.08,0.60,1.49,2.75,1.22,1.73,,
June,0.78,1.84,2.08,3.26,2.96,2.32,1.20,3.67,0.89,2.71,,
July,1.15,1.35,3.47,4.02,1.30,3.32,3.73,3.27,1.45,3.52,,
August,4.89,4.48,2.78,4.73,0.60,5.93,4.57,3.00,0.90,3.81,,
September,2.32,1.21,2.39,1.63,1.58,2.95,4.14,3.38,0.23,4.57,,
October,0.70,4.65,1.87,4.13,1.29,1.69,2.08,2.46,2.61,5.72,,
November,7.73,2.35,0.88,5.54,3.23,0.81,2.02,2.38,4.27,3.86,,
December,2.09,2.88,1.27,1.90,2.35,2.92,2.32,3.18,5.29,3.38,,
Total,36.24,28.54,23.23,34.74,-999.00,26.39,27.69,32.94,25.23,39.67,,
Calc annual,36.24,28.54,23.23,34.74,25.71,26.39,27.69,32.94,25.23,39.67,,
Difference,0.00,-0.00,0.00,0.00,-1024.71,0.00,0.00,0.00,0.00,0.00,,
