"CARNFORTH (PEDDER POTS RESERVOIR)",,,,,,,,,,,,
Grid ref,SD533700,Long,-2.716038,Lat,54.123726,,,,,,,
Station no,3034/9/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,4.45,2.27,3.28,5.36,4.04,2.82,6.14,,
February,,,,2.90,1.56,0.56,3.28,6.27,1.78,3.65,,
March,,,,2.63,1.14,1.26,3.54,1.46,2.52,1.33,,
April,,,,1.50,2.87,1.56,0.89,1.72,2.74,3.56,,
May,,,2.22,4.02,3.33,2.73,3.36,5.70,1.28,2.37,,
June,,,1.60,4.87,3.73,1.99,2.23,4.47,4.89,1.71,,
July,,,5.21,7.15,1.50,4.39,3.72,3.21,5.15,6.72,,
August,,,4.18,7.03,1.59,12.40,4.77,4.67,0.72,4.66,,
September,,,6.41,8.21,4.10,3.06,7.29,5.81,0.79,4.56,,
October,,,1.82,11.65,2.96,3.90,7.15,4.88,4.28,2.53,,
November,,,5.82,7.15,1.86,1.49,1.40,1.39,4.92,8.51,,
December,,,2.42,6.50,6.35,4.96,5.56,3.00,7.74,5.44,,
Total,,,,68.06,33.26,41.58,48.55,46.62,39.63,51.18,,
Calc annual,0.00,0.00,29.68,68.06,33.26,41.58,48.55,46.62,39.63,51.18,,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
