"BRIDGNORTH (STANMORE HALL)",,,,,,,,,,,,
Grid ref,SO742922,Long,-2.381719,Lat,52.527055,,,,,,,
Station no,2292/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.07,2.12,0.61,1.11,2.42,3.06,1.51,2.12,3.24,5.79,,
February,2.14,0.46,1.51,2.10,1.38,0.42,2.28,3.80,0.22,2.76,,
March,4.82,1.42,0.84,2.20,3.07,1.24,1.82,0.93,1.92,1.21,,
April,2.01,2.04,2.87,0.42,1.14,1.63,0.13,0.40,3.42,1.01,,
May,3.28,2.56,2.10,2.82,4.70,0.53,1.38,2.35,1.31,2.06,,
June,0.79,2.14,1.62,2.65,3.27,1.91,1.95,4.06,1.49,2.02,,
July,1.28,1.08,2.17,2.20,1.54,1.96,4.12,3.56,1.72,3.84,,
August,3.88,4.11,2.46,3.50,0.93,4.49,3.53,3.61,1.36,3.28,,
September,1.64,1.31,2.39,2.06,2.03,2.96,4.00,4.22,0.06,4.99,,
October,0.70,3.95,1.66,2.81,1.39,1.91,1.36,3.15,2.46,5.52,,
November,6.27,2.44,1.69,6.06,2.06,0.65,2.32,1.56,3.38,4.51,,
December,2.46,2.47,1.27,1.83,2.40,2.52,1.12,2.30,4.55,2.95,,
Total,31.34,26.10,21.19,29.76,26.33,23.28,25.52,32.06,25.13,39.94,,
Calc annual,31.34,26.10,21.19,29.76,26.33,23.28,25.52,32.06,25.13,39.94,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,,
