"SWYNCOMBE (COOKLEY HOUSE)",,,,,,,,,,,,
Grid ref,SU699902,Long,-0.992044,Lat,51.606307,,,,,,,
Station no,1080/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.14,1.76,1.37,1.61,2.96,4.43,2.29,3.52,4.20,,,
February,5.60,0.81,2.49,2.80,1.79,0.61,3.82,4.20,0.20,,,
March,4.38,2.78,0.64,2.95,1.50,0.94,2.00,1.86,3.66,,,
April,2.90,1.95,3.24,0.45,0.81,2.04,0.42,1.33,2.89,,,
May,3.45,2.78,2.70,3.86,4.67,0.37,1.92,2.54,0.67,,,
June,1.45,1.48,3.29,5.05,2.75,3.26,2.17,4.68,1.31,,,
July,1.52,0.70,3.63,3.41,0.26,2.77,5.11,2.91,2.97,,,
August,4.60,4.72,2.30,4.71,0.34,4.83,3.24,3.82,2.02,,,
September,3.50,2.86,2.52,2.57,1.60,2.50,3.83,4.22,0.18,,,
October,0.97,3.98,3.14,2.52,2.72,1.43,2.62,3.62,2.86,,,
November,7.16,3.83,2.48,5.56,2.91,0.96,2.75,3.71,3.00,,,
December,2.23,3.27,1.00,3.03,3.81,4.62,3.11,4.01,5.81,,,
Total,40.90,30.92,28.80,38.52,26.12,28.76,33.28,40.42,29.77,,,
Calc annual,40.90,30.92,28.80,38.52,26.12,28.76,33.28,40.42,29.77,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,,
