"NORTHAMPTON (MERCERS ROW)",,,,,,,,,,,,
Grid ref,SP754605,Long,-0.897265,Lat,52.237537,,,,,,,
Station no,1110,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.38,1.81,1.17,1.06,2.11,3.85,1.26,2.78,3.30,,,
February,3.29,0.69,1.80,2.23,1.84,1.31,2.22,3.21,0.03,,,
March,3.61,2.79,1.04,2.64,2.16,0.96,1.89,2.19,2.87,,,
April,3.04,2.09,2.03,0.40,0.78,1.29,0.43,0.81,2.23,,,
May,2.63,2.57,1.35,3.15,4.92,0.36,1.63,2.29,0.40,,,
June,0.81,1.04,1.96,2.79,3.74,3.34,1.66,4.22,1.10,,,
July,1.05,0.33,2.61,2.79,0.20,4.88,2.75,2.58,2.11,,,
August,3.84,4.00,2.56,3.40,0.35,4.43,2.37,2.83,0.87,,,
September,1.81,2.59,1.41,2.37,1.57,1.98,4.39,2.38,0.04,,,
October,0.79,3.29,2.21,2.33,1.81,1.43,1.76,2.34,1.69,,,
November,5.15,3.44,1.28,4.91,1.57,0.72,1.43,1.96,2.06,,,
December,1.86,2.63,0.77,1.78,2.02,3.42,2.11,2.40,4.10,,,
Total,30.26,27.27,20.19,29.85,23.07,27.97,23.90,29.99,20.80,,,
Calc annual,30.26,27.27,20.19,29.85,23.07,27.97,23.90,29.99,20.80,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,,
