"ARDROSSAN (BUSBIE RES)",,,,,,,,,,,,
Grid ref,NS239463,Long,-4.802231,Lat,55.678148,,,,,,,
Station no,5212,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.75,5.20,3.00,4.55,3.25,3.65,4.45,4.80,2.00,4.10,,
February,2.70,1.80,1.70,4.80,3.20,1.80,2.55,3.85,1.80,3.35,,
March,3.95,3.60,0.82,3.10,1.55,2.90,5.40,1.45,2.70,2.40,,
April,2.25,1.85,1.52,1.45,3.70,1.55,2.20,1.95,3.35,4.10,,
May,2.40,1.90,2.60,2.75,3.85,2.10,2.80,3.15,1.50,2.60,,
June,2.35,3.35,1.40,4.00,3.65,2.85,2.40,2.95,2.95,2.70,,
July,2.80,3.20,5.20,4.50,1.50,6.90,5.30,5.60,5.25,5.25,,
August,4.35,5.80,3.85,6.40,1.50,6.90,4.35,5.00,0.85,5.15,,
September,3.80,3.20,5.40,5.90,4.20,5.80,3.45,3.85,1.75,4.47,,
October,1.17,5.95,3.95,10.85,2.75,3.45,5.85,4.10,5.90,3.60,,
November,5.98,3.10,6.00,6.85,2.90,1.95,1.95,2.35,4.20,5.90,,
December,6.40,4.50,4.90,5.90,7.30,5.20,4.45,6.00,7.00,5.45,,
Total,42.90,43.45,40.34,61.05,39.35,45.05,45.15,45.05,39.25,49.07,,
Calc annual,42.90,43.45,40.34,61.05,39.35,45.05,45.15,45.05,39.25,49.07,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,,
