"DARTMOOR (N. HESSARY TOR)",,,,,,,,,,,,
Grid ref,SX585735,Long,-3.998414,Lat,50.544099,,,,,,,
Station no,1658,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.40,7.27,1.82,3.31,7.47,7.13,8.22,8.10,10.96,7.28,,
February,7.51,1.71,2.89,6.86,6.10,0.43,9.31,7.73,0.58,7.30,,
March,7.72,7.64,1.65,6.20,2.63,3.19,8.41,2.43,8.34,4.42,,
April,3.96,5.91,4.20,1.18,3.22,1.81,0.48,1.92,7.46,5.69,,
May,3.59,3.68,5.73,6.08,7.01,1.51,3.94,6.38,1.84,3.12,,
June,2.22,3.32,4.65,6.99,4.11,4.07,2.61,5.63,2.30,3.56,,
July,3.55,2.28,6.64,7.69,1.40,6.25,6.84,6.42,3.52,8.02,,
August,10.97,7.64,4.60,5.67,0.66,6.30,6.00,10.67,2.77,5.20,,
September,7.48,5.07,6.15,7.69,4.23,11.13,8.27,9.32,0.49,10.30,,
October,2.04,8.36,5.89,8.11,3.95,3.63,6.04,7.90,7.89,13.37,,
November,11.61,6.49,5.62,12.98,6.68,4.36,3.54,6.49,13.60,10.82,,
December,7.39,6.35,1.55,6.82,11.95,8.47,6.52,7.74,15.13,7.75,,
Total,76.44,65.72,51.39,79.58,59.41,58.28,70.18,80.73,74.88,86.83,,
Calc annual,76.44,65.72,51.39,79.58,59.41,58.28,70.18,80.73,74.88,86.83,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,,
