"SHOREHAM (HIGHFIELD)",,,,,,,,,,,,
Grid ref,TQ541605,Long,0.210154,Lat,51.322734,,,,,,,
Station no,390/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.29,2.86,0.70,1.74,3.29,3.95,1.91,3.16,2.79,2.91,,
February,6.41,1.02,1.69,2.16,2.32,0.84,3.74,2.61,0.15,2.14,,
March,4.28,3.07,0.46,2.42,1.56,1.00,1.42,1.57,1.86,1.89,,
April,3.47,1.54,2.68,0.49,0.22,1.38,0.24,1.65,2.31,0.79,,
May,2.32,1.17,2.18,2.26,3.79,0.64,1.41,1.89,1.67,2.11,,
June,1.90,1.34,1.65,3.65,2.13,3.01,1.06,3.98,0.86,1.67,,
July,3.50,0.71,4.06,3.32,0.25,5.06,3.38,2.19,1.00,2.32,,
August,6.22,3.48,2.10,3.05,1.15,2.59,2.19,3.37,0.73,3.46,,
September,3.51,3.70,3.68,2.79,2.39,2.62,2.45,5.92,0.29,3.12,,
October,1.29,3.02,3.50,2.05,4.13,1.15,1.74,3.09,2.70,6.78,,
November,5.20,5.85,1.41,4.60,0.96,0.95,4.21,1.56,3.42,5.02,,
December,3.01,2.54,1.02,2.26,2.54,3.94,2.57,3.55,5.68,3.93,,
Total,44.40,30.30,25.13,30.79,24.73,27.13,26.32,34.54,23.46,36.14,,
Calc annual,44.40,30.30,25.13,30.79,24.73,27.13,26.32,34.54,23.46,36.14,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
