"LARGS (MIDDLETON FILTERS)",,,,,,,,,,,,
Grid ref,NS215624,Long,-4.850874,Lat,55.821752,,,,,,,
Station no,5217/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.86,5.17,3.03,5.17,2.58,3.45,6.26,5.80,1.95,3.12,,
February,3.47,2.36,2.53,5.42,2.84,1.71,3.88,3.53,2.12,4.14,,
March,4.21,3.93,1.33,3.20,1.27,3.22,5.06,1.45,3.13,2.42,,
April,2.65,2.35,3.00,3.05,4.72,1.29,2.57,1.88,3.55,4.77,,
May,1.93,1.99,2.87,3.76,3.94,-999.00,2.06,3.63,2.02,2.59,,
June,2.40,3.75,1.47,4.37,4.31,3.57,3.14,2.51,3.25,2.83,,
July,4.20,4.28,4.97,5.53,1.57,4.85,6.79,4.60,6.45,4.26,,
August,4.40,5.17,5.09,6.38,1.49,5.28,4.91,5.22,1.52,3.66,,
September,4.31,4.23,6.13,7.50,5.10,4.19,3.03,4.65,1.87,3.92,,
October,2.12,7.85,4.78,9.68,5.27,3.50,6.37,3.91,6.23,3.50,,
November,7.25,3.04,7.59,8.62,2.59,2.99,3.38,2.22,6.09,8.75,,
December,8.77,5.13,5.11,6.36,7.21,6.10,5.37,6.66,11.05,7.11,,
Total,50.57,49.25,47.90,69.04,42.89,43.23,52.82,46.06,49.23,51.07,,
Calc annual,50.57,49.25,47.90,69.04,42.89,40.15,52.82,46.06,49.23,51.07,,
Difference,0.00,-0.00,-0.00,0.00,-0.00,3.08,0.00,0.00,-0.00,0.00,,
