"UBLEY (ROOKERY FARM)",,,,,,,,,,,,
Grid ref,ST518579,Long,-2.693017,Lat,51.318154,,,,,,,
Station no,2030,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.52,4.79,1.05,2.99,4.51,6.01,,,,,,
February,6.22,0.68,2.42,4.26,3.11,0.35,,,,,,
March,4.90,5.14,1.16,4.12,1.56,,,,,,,
April,5.20,2.31,3.98,0.71,1.90,,,,,,,
May,3.16,4.44,2.52,3.69,4.78,,,,,,,
June,1.05,3.90,2.81,5.53,3.78,,,,,,,
July,2.09,1.23,4.31,4.36,0.31,,,,,,,
August,7.83,6.10,4.52,3.55,0.90,,,,,,,
September,3.72,4.34,4.11,7.20,3.85,,,,,,,
October,1.05,5.52,2.92,5.25,2.07,,,,,,,
November,10.21,4.69,3.02,8.40,5.71,,,,,,,
December,3.87,3.58,1.17,4.12,5.12,,,,,,,
Total,53.82,46.72,33.99,54.18,37.60,,,,,,,
Calc annual,53.82,46.72,33.99,54.18,37.60,6.36,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
