"CONISTON (HOLYWATH)",,,,,,,,,,,,
Grid ref,SD298979,Long,-3.082090,Lat,54.371750,,,,,,,
Station no,3027/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,10.54,9.22,7.02,9.43,7.43,8.93,13.14,10.39,5.20,15.59,,
February,9.18,3.73,3.64,7.33,3.38,1.92,8.34,14.39,4.71,10.26,,
March,8.59,6.65,1.63,7.91,4.04,4.31,8.67,3.36,7.02,2.57,,
April,5.48,6.76,5.88,3.31,5.74,2.14,2.18,3.21,7.28,8.28,,
May,2.40,5.03,4.12,5.88,6.59,7.10,5.47,7.48,2.22,4.22,,
June,2.38,7.19,4.20,10.35,8.00,4.39,4.21,4.79,6.84,4.46,,
July,6.98,6.42,14.81,11.93,4.07,9.63,8.22,4.71,7.33,12.90,,
August,9.90,12.57,11.90,11.18,4.11,14.49,10.00,8.10,1.11,5.33,,
September,12.54,8.48,16.29,18.18,6.84,8.35,13.70,9.99,1.98,7.68,,
October,1.68,7.40,4.12,20.41,7.96,11.02,11.80,11.87,11.51,5.73,,
November,16.95,6.42,16.92,19.33,4.58,5.59,4.28,3.51,12.39,17.08,,
December,18.54,11.29,7.15,17.94,16.03,14.02,13.83,8.49,20.12,11.20,,
Total,105.16,91.16,97.68,143.18,78.77,91.89,103.84,90.29,87.71,105.30,,
Calc annual,105.16,91.16,97.68,143.18,78.77,91.89,103.84,90.29,87.71,105.30,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
