"PRENTON (WATERWORKS)",,,,,,,,,,,,
Grid ref,SJ295864,Long,-3.061032,Lat,53.369740,,,,,,,
Station no,2787,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.26,2.80,1.05,2.63,2.12,3.74,1.02,2.93,3.60,5.25,,
February,2.54,1.03,1.22,2.64,2.20,0.33,2.19,4.49,0.26,1.83,,
March,5.18,1.32,1.01,2.12,2.04,1.16,1.88,1.31,0.98,1.52,,
April,1.24,2.05,2.16,0.72,1.58,2.25,0.42,0.61,3.20,1.01,,
May,3.15,2.16,2.38,2.94,3.08,0.85,1.60,2.53,1.99,2.24,,
June,1.18,2.10,1.97,3.91,3.21,2.17,1.51,4.47,2.51,0.96,,
July,1.42,2.17,2.85,3.66,0.49,4.55,4.40,3.69,3.36,2.97,,
August,4.73,1.13,3.22,5.14,1.24,10.42,3.57,3.71,1.18,4.21,,
September,2.89,3.06,3.28,2.47,2.25,2.68,7.08,5.01,0.24,3.93,,
October,1.04,3.82,1.31,5.21,2.11,2.96,2.64,2.62,3.09,3.80,,
November,6.34,2.45,2.94,5.58,1.34,1.50,1.24,1.95,4.71,6.21,,
December,4.18,3.38,1.38,3.58,2.91,2.58,2.51,3.57,4.61,3.37,,
Total,36.15,27.47,24.77,40.60,24.57,35.19,30.06,36.89,29.73,37.30,,
Calc annual,36.15,27.47,24.77,40.60,24.57,35.19,30.06,36.89,29.73,37.30,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
