"EATON HALL GARDENS",,,,,,,,,,,,
Grid ref,SJ415609,Long,-2.876009,Lat,53.142021,,,,,,,
Station no,2793,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.73,3.42,0.97,1.33,2.24,4.04,1.44,3.06,4.38,5.06,,
February,2.09,1.04,1.52,2.20,2.33,0.54,3.00,4.01,0.33,2.26,,
March,4.84,0.88,0.76,2.12,2.22,1.15,1.51,1.70,1.37,1.87,,
April,1.68,1.75,2.76,0.75,1.54,2.76,0.50,0.44,4.10,1.26,,
May,3.27,2.32,2.07,2.79,2.85,0.82,1.69,2.24,1.85,2.38,,
June,1.47,1.56,1.75,3.27,4.33,2.11,1.34,5.80,2.40,1.35,,
July,2.54,2.72,2.95,3.30,0.47,4.75,4.87,3.35,2.87,3.10,,
August,3.47,1.61,2.25,3.76,1.14,7.17,3.51,2.92,0.62,4.85,,
September,2.16,2.33,3.08,2.04,3.08,1.75,7.13,4.91,0.14,4.66,,
October,1.12,4.74,1.47,4.83,2.40,2.37,2.33,2.42,2.16,4.21,,
November,6.19,2.01,1.81,5.50,1.77,0.97,1.73,2.50,4.04,5.09,,
December,3.45,2.65,1.38,3.80,2.75,2.56,1.58,3.06,4.86,2.86,,
Total,34.01,27.03,22.77,35.69,27.12,30.99,30.63,36.41,29.12,38.95,,
Calc annual,34.01,27.03,22.77,35.69,27.12,30.99,30.63,36.41,29.12,38.95,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,,
