"FORMBY (INCE BLUNDELL)",,,,,,,,,,,,
Grid ref,SD322032,Long,-3.024086,Lat,53.521077,,,,,,,
Station no,2806/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.06,3.82,1.49,3.04,2.94,4.16,2.23,2.98,3.52,5.31,,
February,2.71,0.99,1.36,3.82,2.65,0.40,2.28,4.98,0.34,2.51,,
March,4.88,1.90,1.18,2.55,1.93,1.37,2.38,1.67,1.56,1.95,,
April,1.49,2.46,2.44,1.26,1.77,2.43,0.41,0.99,2.91,1.53,,
May,3.41,2.74,2.19,2.97,3.13,1.25,1.72,3.62,1.93,2.74,,
June,1.06,2.00,1.80,3.20,3.60,1.65,1.44,3.90,3.28,1.05,,
July,1.82,1.61,2.59,4.47,0.98,4.45,4.03,4.24,3.88,4.20,,
August,5.34,3.31,3.74,4.67,1.38,11.85,4.40,4.14,0.80,5.40,,
September,2.98,4.54,4.41,4.24,2.50,2.88,5.72,3.92,0.44,3.21,,
October,0.99,3.96,1.76,6.95,2.57,2.12,3.83,3.32,3.21,3.84,,
November,8.33,2.84,4.40,7.26,1.54,2.13,1.31,1.99,5.39,6.33,,
December,6.04,3.98,1.93,3.87,4.00,2.87,3.13,3.72,5.64,3.87,,
Total,42.11,34.15,29.29,48.30,28.99,37.56,32.88,39.47,32.90,41.94,,
Calc annual,42.11,34.15,29.29,48.30,28.99,37.56,32.88,39.47,32.90,41.94,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
