"TAUNTON (ASHLEY ROAD)",,,,,,,,,,,,
Grid ref,ST216244,Long,-3.118977,Lat,51.013614,,,,,,,
Station no,2069/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.50,3.31,0.53,,,,,,,,,
February,4.48,0.81,1.27,,,,,,,,,
March,3.53,2.62,0.73,,,,,,,,,
April,2.97,2.77,3.01,,,,,,,,,
May,2.94,3.28,1.67,,,,,,,,,
June,0.68,1.93,1.48,,,,,,,,,
July,1.72,0.87,2.04,,,,,,,,,
August,4.09,3.66,1.99,,,,,,,,,
September,2.20,3.53,2.88,,,,,,,,,
October,1.33,3.98,3.50,,,,,,,,,
November,7.54,4.60,1.58,,,,,,,,,
December,2.90,2.65,0.82,,,,,,,,,
Total,37.88,34.01,21.50,,,,,,,,,
Calc annual,37.88,34.01,21.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
