"DUNFORD BRIDGE (HARDEN)",,,,,,,,,,,,
Grid ref,SE150035,Long,-1.775194,Lat,53.527950,,,,,,,
Station no,3165/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.07,7.00,2.91,4.99,3.85,7.37,5.02,5.67,6.05,6.73,,
February,5.71,2.02,2.70,4.19,2.93,2.57,5.25,7.23,0.43,4.11,,
March,7.24,2.97,3.63,3.28,3.65,2.65,4.60,3.57,2.55,2.64,,
April,3.74,3.17,4.11,1.01,2.10,3.42,0.54,1.72,6.30,3.21,,
May,4.73,2.62,-999.00,5.08,6.11,1.82,2.03,4.53,1.65,2.30,,
June,1.22,3.10,4.97,2.67,4.09,3.86,1.67,5.86,1.93,2.01,,
July,3.76,2.18,6.33,5.84,1.23,9.16,5.01,5.51,4.32,6.75,,
August,7.01,3.92,5.21,7.75,0.91,11.17,7.16,3.96,1.19,4.93,,
September,3.42,5.73,3.57,6.39,2.43,4.93,6.76,4.99,0.31,4.06,,
October,1.26,7.74,2.81,9.09,3.86,3.74,6.92,4.76,4.78,7.94,,
November,12.37,3.67,5.41,9.14,2.81,2.78,3.76,1.53,6.01,7.53,,
December,10.36,4.85,2.79,10.33,7.61,6.85,7.04,5.55,10.17,7.02,,
Total,66.89,48.97,47.25,69.76,41.58,60.32,55.76,54.88,45.69,59.23,,
Calc annual,66.89,48.97,44.44,69.76,41.58,60.32,55.76,54.88,45.69,59.23,,
Difference,0.00,-0.00,2.81,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
