"CHESTERFIELD (HUNGER HILL)",,,,,,,,,,,,
Grid ref,SK329679,Long,-1.508872,Lat,53.207156,,,,,,,
Station no,2714/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.85,3.59,0.86,2.99,3.05,5.97,2.26,3.76,3.35,5.21,,
February,4.45,0.63,2.12,3.00,2.56,1.37,3.13,4.86,0.11,3.61,,
March,4.48,2.23,2.04,3.11,3.05,1.46,2.78,2.85,1.97,2.61,,
April,1.80,2.19,3.21,0.46,0.96,2.47,0.10,1.09,4.14,1.57,,
May,3.92,2.64,2.32,3.55,2.98,0.88,1.65,3.22,0.98,1.94,,
June,1.09,2.42,2.38,3.95,3.82,3.48,1.52,5.53,1.06,1.58,,
July,0.97,2.55,3.55,2.47,1.06,4.98,4.27,5.35,2.24,3.52,,
August,4.35,2.92,2.65,4.90,0.67,6.66,4.83,2.11,1.19,5.69,,
September,2.54,1.99,2.10,3.54,1.19,4.25,7.13,3.86,0.09,4.97,,
October,1.00,4.23,2.46,4.14,2.59,2.04,2.22,3.17,2.82,7.79,,
November,9.10,1.96,1.70,6.57,3.39,0.81,2.76,0.95,4.89,5.23,,
December,3.05,3.11,1.40,3.90,3.40,5.56,3.17,4.65,5.62,3.84,,
Total,39.60,30.46,26.79,42.58,28.72,39.93,35.82,41.40,28.46,47.56,,
Calc annual,39.60,30.46,26.79,42.58,28.72,39.93,35.82,41.40,28.46,47.56,,
Difference,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,,
