"MEXBOROUGH",,,,,,,,,,,,
Grid ref,SE491004,Long,-1.261309,Lat,53.498016,,,,,,,
Station no,3143,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.38,1.76,0.28,1.31,1.61,2.87,0.96,2.08,1.74,3.85,,
February,2.16,0.25,1.41,2.23,1.98,1.11,1.40,2.90,0.00,1.49,,
March,1.97,1.23,0.60,1.26,2.15,0.66,0.86,1.65,0.70,1.18,,
April,0.74,0.83,1.58,0.19,0.39,2.16,0.06,0.26,2.36,0.59,,
May,3.31,1.84,1.68,3.14,2.24,0.23,0.57,1.72,0.62,0.85,,
June,0.58,1.23,0.81,1.33,2.34,2.92,1.85,4.32,1.78,0.56,,
July,1.58,2.66,2.78,1.77,0.63,3.31,2.66,4.82,1.27,2.15,,
August,4.08,0.99,1.90,5.03,0.20,5.63,3.43,1.48,0.53,3.09,,
September,1.10,1.59,1.03,1.06,1.05,2.33,3.21,1.57,0.00,3.47,,
October,1.06,2.62,1.50,2.54,1.33,1.06,0.78,1.41,1.60,5.77,,
November,5.14,1.18,1.22,3.74,1.53,0.58,2.13,0.62,3.08,2.98,,
December,1.22,1.24,0.91,2.07,1.55,1.87,1.65,2.75,2.65,1.93,,
Total,24.32,17.42,15.70,25.67,17.00,24.73,19.56,25.58,16.33,27.91,,
Calc annual,24.32,17.42,15.70,25.67,17.00,24.73,19.56,25.58,16.33,27.91,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
