"LAMMERMUIR HILLS (STOBSHIEL FILTER HOUSE)",,,,,,,,,,,,
Grid ref,NT498638,Long,-2.803662,Lat,55.864751,,,,,,,
Station no,5103,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,2.28,0.63,2.24,1.80,1.48,3.07,1.56,1.36,2.76,,
February,,0.47,0.67,1.71,1.92,2.61,2.27,1.95,0.38,2.80,,
March,,1.10,0.25,1.45,1.38,0.99,1.63,1.35,0.57,1.23,,
April,,1.26,3.02,0.73,0.64,0.40,0.85,1.72,1.87,0.95,,
May,,1.44,2.00,5.21,1.44,0.40,0.94,1.63,0.44,0.79,,
June,,1.71,2.10,1.85,0.60,2.11,0.88,1.85,1.97,0.85,,
July,,1.67,3.26,2.32,1.67,3.61,4.16,4.32,1.50,2.45,,
August,5.63,2.31,1.94,3.53,0.76,6.92,6.26,2.56,0.39,3.81,,
September,0.60,2.91,2.70,2.52,1.26,2.82,1.29,1.29,0.59,1.33,,
October,0.65,2.37,1.65,4.03,1.85,1.06,1.37,1.03,1.88,4.53,,
November,3.37,2.92,2.29,2.62,1.09,0.65,1.24,0.69,4.85,3.51,,
December,1.60,2.82,2.17,2.40,4.19,2.80,2.59,3.44,4.02,2.34,,
Total,,23.26,22.68,30.61,18.60,25.85,26.55,23.39,19.82,27.35,,
Calc annual,11.85,23.26,22.68,30.61,18.60,25.85,26.55,23.39,19.82,27.35,,
Difference,NaN,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
