"BEAMINSTER (EAST STREET)",,,,,,,,,,,,
Grid ref,ST482011,Long,-2.736518,Lat,50.807126,,,,,,,
Station no,1605,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.40,3.34,1.15,2.34,4.54,5.34,3.97,4.94,7.12,4.27,,
February,6.04,0.73,2.05,3.79,3.04,0.12,5.35,4.17,0.39,4.62,,
March,4.38,4.02,0.67,5.57,1.63,1.01,3.61,1.69,4.44,2.86,,
April,2.36,3.03,3.84,0.32,1.25,1.01,0.16,0.97,3.91,3.27,,
May,2.81,3.06,3.73,2.24,4.48,0.67,2.40,3.61,0.81,1.80,,
June,0.95,1.67,3.46,2.94,2.86,2.73,2.32,3.79,1.21,1.55,,
July,2.79,0.98,4.02,2.61,4.57,2.77,3.79,2.62,1.62,4.68,,
August,5.81,5.04,2.41,3.55,0.67,5.93,3.91,2.76,1.33,5.86,,
September,4.29,6.58,3.14,4.86,1.98,6.50,4.30,6.11,0.06,5.56,,
October,0.82,5.32,4.16,3.74,2.85,2.35,2.82,3.55,3.90,11.30,,
November,10.33,4.95,1.81,8.25,5.68,0.70,2.39,3.18,5.75,6.67,,
December,3.68,3.75,0.89,3.63,6.08,6.63,3.81,5.24,11.05,4.69,,
Total,48.66,42.47,31.33,43.84,39.63,35.76,38.83,42.63,41.59,57.13,,
Calc annual,48.66,42.47,31.33,43.84,39.63,35.76,38.83,42.63,41.59,57.13,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
