"WEST CLANDON QUARRY",,,,,,,,,,,,
Grid ref,TQ040509,Long,-0.511316,Lat,51.247800,,,,,,,
Station no,209/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.71,2.27,1.25,1.25,3.67,3.28,1.55,2.22,2.77,2.79,,
February,6.29,0.49,1.22,3.10,1.54,0.17,3.28,2.58,0.05,2.22,,
March,3.59,2.48,0.39,2.56,1.26,1.02,0.96,2.00,2.31,1.59,,
April,2.62,1.97,2.21,0.66,0.35,1.49,0.32,1.03,2.38,0.69,,
May,2.77,2.04,2.51,2.11,4.10,0.31,1.50,2.77,0.71,1.91,,
June,1.07,1.41,1.55,4.47,2.70,2.55,0.79,3.89,0.75,2.28,,
July,1.79,1.30,2.99,3.02,1.06,5.23,3.67,1.31,3.03,2.72,,
August,4.01,3.54,2.13,2.68,1.60,4.69,1.89,4.20,2.05,3.47,,
September,2.58,3.48,2.56,2.64,1.58,2.65,2.40,3.43,0.21,2.97,,
October,0.83,3.98,2.47,1.72,3.69,1.54,1.28,2.53,2.44,7.00,,
November,8.13,3.33,2.13,5.91,2.55,0.84,2.91,2.35,3.76,4.48,,
December,2.59,2.25,0.70,2.93,2.29,3.65,2.01,3.09,5.12,3.47,,
Total,40.98,28.54,22.11,33.05,26.39,27.42,22.56,31.40,25.58,35.59,,
Calc annual,40.98,28.54,22.11,33.05,26.39,27.42,22.56,31.40,25.58,35.59,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,,
