"HURLEY",,,,,,,,,,,,
Grid ref,SU822823,Long,-0.816316,Lat,51.533632,,,,,,,
Station no,786/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.13,1.68,0.84,0.95,2.74,3.78,1.95,2.93,2.82,2.74,,
February,4.99,0.71,1.67,2.47,1.18,0.15,3.50,2.80,0.06,2.38,,
March,3.84,2.09,0.45,2.06,1.09,0.47,1.51,1.85,2.48,1.13,,
April,2.94,1.50,2.31,0.39,0.36,1.93,0.23,1.12,2.48,0.64,,
May,2.63,2.38,1.51,3.21,4.01,0.20,1.32,1.96,0.47,2.10,,
June,1.40,1.16,1.47,3.41,2.18,2.20,2.10,3.58,0.99,1.70,,
July,1.30,0.48,3.58,2.70,0.18,2.29,3.32,2.77,3.33,3.17,,
August,3.96,2.53,1.76,3.05,0.77,4.70,2.51,3.47,1.55,3.22,,
September,2.88,3.38,2.19,1.76,1.81,3.66,2.82,3.97,0.81,3.55,,
October,0.80,3.39,2.72,2.08,2.74,1.54,1.94,2.97,3.12,7.22,,
November,6.08,2.89,1.18,4.63,1.19,0.53,2.27,2.65,2.47,3.78,,
December,1.66,2.86,0.30,2.18,3.86,3.66,2.19,3.14,4.03,3.33,,
Total,35.61,25.05,19.98,28.89,22.11,25.11,25.66,33.21,24.61,34.96,,
Calc annual,35.61,25.05,19.98,28.89,22.11,25.11,25.66,33.21,24.61,34.96,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
