"STIRLING (BATTENFLATS)",,,,,,,,,,,,
Grid ref,NS786925,Long,-3.953723,Lat,56.109780,,,,,,,
Station no,5358/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,-999.00,3.47,,
February,,,,,,,,,,3.74,,
March,,,,,,,,,,2.26,,
April,,,,,,,,,,4.13,,
May,,,,,,,,,,3.09,,
June,,,,,,,,,-999.00,2.14,,
July,,,,,,,,,5.76,3.28,,
August,,,,,,,,,0.80,2.96,,
September,,,,,,,,,0.78,3.06,,
October,,,,,,,,,2.94,4.18,,
November,,,,,,,,,4.81,5.51,,
December,,,,,,,,,6.61,3.93,,
Total,,,,,,,,,-999.00,41.75,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.70,41.75,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1020.70,0.00,,
