"RAWTENSTALL (CEMETERY)",,,,,,,,,,,,
Grid ref,SD813233,Long,-2.284756,Lat,53.705789,,,,,,,
Station no,2922,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.40,6.80,2.01,5.08,3.44,6.35,4.80,6.40,3.77,,,
February,4.48,1.86,2.07,4.55,2.80,1.34,4.08,7.72,0.64,,,
March,4.98,2.66,2.73,4.23,2.72,1.97,5.01,2.47,2.53,,,
April,2.99,4.35,4.48,0.88,3.16,2.99,0.59,1.78,3.90,,,
May,1.91,3.16,2.80,3.92,5.18,1.93,2.50,5.59,1.91,,,
June,1.12,4.26,3.61,3.52,3.54,3.80,2.39,4.36,4.51,,,
July,4.34,2.24,6.49,5.83,1.24,5.81,6.84,3.59,4.30,,,
August,5.50,6.44,6.19,7.37,2.21,11.50,5.73,4.61,0.86,,,
September,3.76,4.73,5.46,6.85,4.76,3.98,7.31,5.00,0.39,,,
October,1.02,6.20,2.63,9.79,3.31,3.94,6.85,4.60,5.85,,,
November,10.38,2.95,6.30,8.79,2.98,2.24,2.90,2.05,5.68,,,
December,11.13,5.12,2.42,8.32,7.06,5.60,6.46,5.50,10.66,,,
Total,57.01,50.77,47.19,69.13,42.40,51.45,55.46,53.67,45.00,,,
Calc annual,57.01,50.77,47.19,69.13,42.40,51.45,55.46,53.67,45.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,,
