"NORTH LEIGH PERROTS HILL NURSERY",,,,,,,,,,,,
Grid ref,SP385130,Long,-1.442915,Lat,51.814312,,,,,,,
Station no,1036/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,1.70,0.99,,,,,,,,,
February,,0.57,1.39,,,,,,,,,
March,,2.65,0.83,,,,,,,,,
April,,2.10,1.95,,,,,,,,,
May,,3.23,2.01,,,,,,,,,
June,,1.60,1.53,,,,,,,,,
July,,0.39,2.83,,,,,,,,,
August,,4.91,3.77,,,,,,,,,
September,,0.95,1.88,,,,,,,,,
October,,3.63,2.50,,,,,,,,,
November,,3.18,1.65,,,,,,,,,
December,,2.33,0.93,,,,,,,,,
Total,,27.24,22.26,,,,,,,,,
Calc annual,0.00,27.24,22.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
