"WOKINGHAM (BUCKS COPSE)",,,,,,,,,,,,
Grid ref,SU805682,Long,-0.844027,Lat,51.407122,,,,,,,
Station no,776/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,2.99,2.64,,,
February,,,,,,,,2.30,0.17,,,
March,,,,,,,,1.47,2.64,,,
April,,,,,,,,1.17,2.13,,,
May,,,,,,,,1.96,0.34,,,
June,,,,,,,,4.16,0.80,,,
July,,,,,,,,1.51,3.46,,,
August,,,,,,,,3.94,1.38,,,
September,,,,,,,,3.31,0.27,,,
October,,,,,,,2.12,2.69,2.60,,,
November,,,,,,,2.50,2.38,2.22,,,
December,,,,,,,2.41,2.37,3.74,,,
Total,,,,,,,,30.25,22.39,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,7.03,30.25,22.39,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,NaN,,
