"MELKSHAM (FOREST ROAD)",,,,,,,,,,,,
Grid ref,ST903645,Long,-2.140760,Lat,51.379466,,,,,,,
Station no,1491/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.84,2.49,0.73,,2.49,4.10,1.94,2.82,4.10,3.63,,
February,4.31,0.57,1.64,,1.77,0.06,3.03,3.24,0.27,2.05,,
March,3.30,2.68,0.62,,1.07,0.64,2.13,1.22,3.11,1.78,,
April,2.97,1.60,2.24,0.23,0.78,1.19,0.37,0.97,2.19,1.19,,
May,2.08,3.87,2.19,1.30,3.94,0.40,1.40,2.73,2.31,1.25,,
June,1.47,2.23,1.60,3.59,3.02,1.67,1.35,3.61,1.25,2.67,,
July,1.26,0.96,2.65,2.34,0.16,2.09,3.75,3.18,2.64,3.66,,
August,3.90,5.97,2.99,2.96,0.48,4.79,3.02,2.15,1.64,3.54,,
September,2.72,2.82,4.02,2.89,1.86,3.34,3.55,3.82,0.13,3.69,,
October,0.60,3.87,2.95,2.38,1.43,2.98,2.23,2.12,2.24,6.07,,
November,6.49,4.08,1.98,4.47,2.53,0.73,2.18,2.45,3.25,3.50,,
December,2.25,3.22,0.73,1.91,2.88,3.34,2.10,3.12,6.09,5.14,,
Total,34.19,34.36,24.34,,22.41,25.33,27.05,31.43,29.22,38.17,,
Calc annual,34.19,34.36,24.34,22.07,22.41,25.33,27.05,31.43,29.22,38.17,,
Difference,0.00,0.00,0.00,NaN,0.00,0.00,0.00,0.00,0.00,0.00,,
