"GRAYS (CONNAUGHT AVENUE DEPOT)",,,,,,,,,,,,
Grid ref,TQ620796,Long,0.332148,Lat,51.492139,,,,,,,
Station no,1247/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.90,1.29,0.93,1.04,2.01,3.32,0.76,1.73,1.45,1.39,,
February,4.64,0.77,0.87,1.81,1.42,0.07,1.95,1.85,0.04,1.28,,
March,2.67,3.67,0.33,1.50,1.02,0.72,0.96,0.70,1.24,1.04,,
April,2.67,0.89,1.95,0.19,0.22,1.47,0.20,1.56,1.81,0.28,,
May,1.95,0.82,0.97,1.64,3.87,0.51,1.06,1.80,1.14,1.79,,
June,0.95,1.96,1.26,2.70,1.79,1.44,0.93,4.24,0.71,0.93,,
July,2.40,0.78,2.74,3.02,0.05,3.88,3.40,2.11,1.37,1.98,,
August,2.13,1.82,1.69,3.26,0.45,3.14,2.25,3.03,1.04,2.90,,
September,2.58,2.85,2.60,1.34,2.75,2.13,1.98,5.01,0.09,3.36,,
October,0.74,2.31,2.09,1.20,3.52,1.14,1.45,2.65,1.64,4.79,,
November,2.54,3.47,1.06,2.91,0.28,0.45,3.30,1.55,2.57,2.42,,
December,1.45,1.41,0.59,1.12,1.34,2.29,1.31,2.43,2.47,1.80,,
Total,26.62,22.04,17.08,21.73,18.72,20.56,19.55,28.66,15.57,23.96,,
Calc annual,26.62,22.04,17.08,21.73,18.72,20.56,19.55,28.66,15.57,23.96,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
