"HAMPTON POYLE (THE OLD RECTORY)",,,,,,,,,,,,
Grid ref,SP499154,Long,-1.277211,Lat,51.834989,,,,,,,
Station no,1056/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,1.70,0.83,0.93,2.35,3.71,1.58,3.12,3.59,4.23,,
February,,0.43,1.36,1.96,1.24,0.33,2.85,2.67,0.01,2.17,,
March,,2.25,0.69,2.22,1.26,0.65,2.05,1.05,2.95,1.04,,
April,,1.84,1.73,0.32,0.64,1.96,0.23,0.76,2.23,0.55,,
May,,3.44,1.90,2.07,4.28,0.33,2.00,2.14,0.71,2.07,,
June,,1.24,2.09,2.10,2.83,2.41,2.32,3.60,1.03,4.22,,
July,,0.16,2.73,1.93,0.18,2.10,2.51,2.23,2.44,2.64,,
August,,3.67,2.86,3.90,0.63,3.30,1.79,2.15,2.72,2.91,,
September,,1.11,1.34,1.90,1.46,2.14,3.82,3.09,0.12,4.02,,
October,,3.59,2.40,2.28,1.54,1.48,2.07,2.88,1.73,5.24,,
November,,3.20,1.08,4.25,1.51,0.61,1.63,2.87,1.77,3.73,,
December,,2.14,0.80,1.81,2.38,3.10,2.14,2.69,4.57,3.62,,
Total,,24.77,19.81,25.67,20.30,22.12,24.99,29.25,23.87,36.44,,
Calc annual,0.00,24.77,19.81,25.67,20.30,22.12,24.99,29.25,23.87,36.44,,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
