"MARSDEN (DEER HILL)",,,,,,,,,,,,
Grid ref,SE070113,Long,-1.895703,Lat,53.598225,,,,,,,
Station no,3197,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.29,6.65,2.43,4.44,3.63,5.77,5.06,,,,,
February,3.33,2.03,1.76,3.92,2.51,1.55,3.89,,,,,
March,6.61,2.89,3.21,3.64,2.97,2.28,4.49,,,,,
April,3.64,4.21,4.58,0.97,2.31,3.57,0.61,,,,,
May,4.08,2.86,2.84,3.98,5.22,1.94,1.44,,,,,
June,1.37,3.65,5.03,3.94,3.97,3.86,2.45,,,,,
July,4.09,2.97,7.59,5.48,1.35,7.83,5.60,,,,,
August,6.78,4.83,5.90,6.77,0.98,12.53,5.82,,,,,
September,2.75,4.45,3.51,6.66,3.28,5.29,7.37,,,,,
October,1.61,6.87,2.72,8.77,3.44,3.64,6.89,,,,,
November,10.86,2.72,5.29,8.42,2.45,2.08,3.68,,,,,
December,9.02,5.31,2.35,7.24,7.29,4.59,5.58,,,,,
Total,59.43,49.44,47.21,64.23,39.40,54.93,52.88,,,,,
Calc annual,59.43,49.44,47.21,64.23,39.40,54.93,52.88,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,,
