"DUCHRAY VALLEY (HEAD OF MAIN STREAM) NEW SITE",,,,,,,,,,,,
Grid ref,NN390062,Long,-4.598149,Lat,56.221033,,,,,,,
Station no,5368/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,100.00,6.00,,
February,,,,,,,,,-999.00,8.10,,
March,,,,,,,,,-999.00,3.70,,
April,,,,,,,,,-999.00,11.70,,
May,,,,,,,,,-999.00,4.70,,
June,,,,,,,,,-999.00,4.00,,
July,,,,,,,,,-999.00,7.00,,
August,,,,,,,,,100.00,5.50,,
September,,,,,,,,,2.50,4.30,,
October,,,,,,,,,10.50,6.00,,
November,,,,,,,,,9.50,11.70,,
December,,,,,,,,,15.00,8.90,,
Total,,,,,,,,,-999.00,81.60,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.50,81.60,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1236.50,-0.00,,
