"WALSDEN (RAMSDEN RESERVOIR)",,,,,,,,,,,,
Grid ref,SD915214,Long,-2.130188,Lat,53.688980,,,,,,,
Station no,3238,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.39,5.62,1.90,4.68,3.26,7.29,6.61,6.55,4.74,7.34,,
February,3.95,1.48,3.23,4.38,1.77,1.84,4.18,9.49,0.89,5.66,,
March,5.43,3.51,3.24,3.85,2.32,2.09,5.73,2.90,2.87,1.77,,
April,3.75,4.24,4.04,0.64,2.85,2.80,0.65,2.05,4.57,3.91,,
May,2.55,2.10,3.10,3.14,5.16,2.48,2.34,5.82,2.24,2.43,,
June,1.91,4.35,2.96,3.36,3.60,4.12,2.42,5.82,3.22,2.04,,
July,4.19,3.08,6.55,6.60,1.66,8.93,7.94,4.82,4.75,9.69,,
August,7.08,5.85,6.41,8.33,1.03,12.31,7.92,5.58,0.70,5.72,,
September,4.34,4.39,4.33,6.88,3.85,5.67,7.53,6.26,0.62,3.94,,
October,1.37,6.95,2.81,10.62,3.02,4.52,9.42,6.38,7.29,6.07,,
November,10.93,3.31,6.39,7.44,3.08,2.48,3.60,2.28,6.16,10.17,,
December,11.00,5.02,2.33,8.29,7.95,6.19,6.72,5.49,11.59,6.24,,
Total,61.89,49.90,47.29,68.21,39.55,60.72,65.06,63.44,49.64,64.98,,
Calc annual,61.89,49.90,47.29,68.21,39.55,60.72,65.06,63.44,49.64,64.98,,
Difference,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
