"HILTON (PUMPING STATION)",,,,,,,,,,,,
Grid ref,SO776960,Long,-2.331862,Lat,52.561367,,,,,,,
Station no,2292/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.95,2.09,0.64,1.20,2.25,3.09,1.18,1.72,2.77,5.19,,
February,2.33,0.45,1.45,1.90,1.44,0.50,2.21,3.76,0.18,2.51,,
March,4.32,1.70,0.75,2.02,2.99,0.96,1.89,0.97,2.31,1.17,,
April,1.81,2.30,2.66,0.51,1.21,1.85,0.11,0.40,3.36,0.95,,
May,3.36,2.62,2.03,2.82,4.50,0.44,1.36,1.88,0.81,2.32,,
June,0.71,1.92,1.93,2.86,2.35,1.49,1.70,3.75,1.69,1.99,,
July,1.19,0.98,2.51,1.99,1.25,2.58,3.83,3.74,1.39,3.23,,
August,3.64,3.27,2.36,3.57,0.80,4.17,4.06,2.24,1.05,3.07,,
September,1.63,1.24,2.39,1.95,1.66,2.41,3.59,3.81,0.07,4.59,,
October,0.70,3.74,1.65,2.54,1.49,1.92,1.41,2.54,2.33,5.26,,
November,5.94,2.17,1.41,5.50,1.96,0.63,2.15,1.60,3.21,4.16,,
December,2.34,2.64,1.15,1.90,2.13,2.51,1.33,2.68,4.30,2.68,,
Total,29.92,25.12,20.93,28.76,24.03,22.55,24.82,29.09,23.47,37.12,,
Calc annual,29.92,25.12,20.93,28.76,24.03,22.55,24.82,29.09,23.47,37.12,,
Difference,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,,
