"NINFIELD (MARLMEAD)",,,,,,,,,,,,
Grid ref,TQ700130,Long,0.415772,Lat,50.891469,,,,,,,
Station no,542/7,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,5.86,,,,,,
February,,,,,,1.10,,,,,,
March,,,,,,0.64,,,,,,
April,,,,,,1.29,,,,,,
May,,,,,,0.73,,,,,,
June,,,,,,2.77,,,,,,
July,,,,,,3.00,,,,,,
August,,,,,,4.14,,,,,,
September,,,,,2.24,3.68,,,,,,
October,,,,,4.65,1.35,,,,,,
November,,,,,1.54,1.02,,,,,,
December,,,,,4.82,3.61,,,,,,
Total,,,,,,29.19,,,,,,
Calc annual,0.00,0.00,0.00,0.00,13.25,29.19,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,,
