"BUXTON (BERRY CLOUGH)",,,,,,,,,,,,
Grid ref,SK029727,Long,-1.957995,Lat,53.251306,,,,,,,
Station no,2643/2/1/2/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.90,6.50,3.93,5.20,4.05,8.95,3.75,6.10,5.20,9.12,,
February,6.15,4.05,3.02,4.55,3.00,1.40,4.10,9.40,1.24,4.06,,
March,8.50,3.95,3.40,3.65,4.80,2.65,5.30,3.30,3.09,2.50,,
April,3.60,4.65,4.40,1.05,3.50,2.70,0.62,2.15,4.00,3.17,,
May,2.80,2.59,2.62,3.95,4.80,1.10,3.10,5.30,0.82,2.36,,
June,2.45,4.15,4.43,4.45,4.25,4.40,2.80,7.90,1.89,3.04,,
July,3.30,4.50,6.34,7.30,1.75,8.00,7.35,6.50,4.42,8.65,,
August,7.50,2.64,5.81,7.10,1.40,12.35,6.70,4.87,0.90,5.10,,
September,3.60,5.34,3.95,6.70,4.50,5.05,11.20,6.05,0.17,5.04,,
October,1.65,5.67,2.95,8.35,4.20,3.65,4.75,5.50,4.82,7.40,,
November,11.80,3.80,3.80,8.55,3.55,2.40,2.50,2.14,6.20,7.36,,
December,6.50,5.28,2.75,8.90,5.95,7.10,6.60,5.30,8.95,6.15,,
Total,66.75,53.12,47.40,69.75,45.75,59.75,58.77,64.51,41.70,63.95,,
Calc annual,66.75,53.12,47.40,69.75,45.75,59.75,58.77,64.51,41.70,63.95,,
Difference,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
