"ULPHA, DUDDON W. WKS",,,,,,,,,,,,
Grid ref,SD209947,Long,-3.218204,Lat,54.341692,,,,,,,
Station no,3658/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,8.81,7.32,6.21,6.54,6.08,6.23,8.40,10.03,4.84,12.67,,
February,8.58,3.28,2.94,6.97,2.92,1.07,7.15,12.35,3.11,14.32,,
March,7.72,6.84,1.27,6.58,2.97,2.80,6.51,2.51,5.24,2.38,,
April,3.74,5.77,5.49,2.01,4.95,1.37,2.17,2.68,4.84,6.13,,
May,3.53,4.26,3.75,4.59,5.24,4.89,5.10,5.68,1.59,4.37,,
June,1.72,5.68,3.18,7.92,5.28,3.27,3.24,4.73,5.00,3.29,,
July,6.41,4.94,9.73,9.16,4.43,8.18,7.38,5.63,4.75,11.66,,
August,9.17,9.19,8.17,8.63,3.35,14.21,6.83,9.01,0.90,6.73,,
September,10.73,5.50,11.37,11.84,5.88,5.69,13.17,9.11,1.96,5.93,,
October,1.47,6.81,3.55,16.46,4.61,8.20,9.32,8.90,9.51,5.19,,
November,14.70,3.35,14.87,18.02,4.24,3.07,4.29,3.88,9.94,14.15,,
December,14.26,9.39,6.16,10.49,10.70,11.32,10.57,6.77,15.30,8.35,,
Total,90.84,72.33,76.69,109.21,60.65,70.30,84.13,81.28,66.98,95.17,,
Calc annual,90.84,72.33,76.69,109.21,60.65,70.30,84.13,81.28,66.98,95.17,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,,
