"LINDALE (ELLER HOW)",,,,,,,,,,,,
Grid ref,SD412813,Long,-2.903365,Lat,54.224027,,,,,,,
Station no,3039,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.87,4.40,3.20,4.50,3.44,,,,,,,
February,4.34,1.31,1.77,3.46,1.86,,,,,,,
March,4.49,3.86,0.67,2.99,1.27,,,,,,,
April,2.12,3.17,2.87,2.04,3.08,,,,,,,
May,2.15,2.99,3.03,3.46,3.26,,,,,,,
June,0.79,4.69,3.16,5.55,4.24,,,,,,,
July,3.24,1.99,5.62,6.11,2.33,,,,,,,
August,4.55,7.13,5.44,6.50,2.29,,,,,,,
September,5.49,4.08,7.16,9.23,3.38,,,,,,,
October,0.95,2.91,2.18,10.25,2.63,,,,,,,
November,8.62,2.12,7.23,9.10,2.13,,,,,,,
December,10.63,5.89,2.99,7.11,6.96,,,,,,,
Total,54.24,44.54,45.32,70.30,36.87,,,,,,,
Calc annual,54.24,44.54,45.32,70.30,36.87,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
