"SCAMPTON AIRFIELD",,,,,,,,,,,,
Grid ref,SK976787,Long,-0.537094,Lat,53.296278,,,,,,,
Station no,2557/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,1.21,1.53,,,,,,,
February,,,,2.28,2.56,,,,,,,
March,,,,1.67,2.29,,,,,,,
April,,,,0.31,0.91,,,,,,,
May,,,,2.74,2.73,,,,,,,
June,,,,2.71,,,,,,,,
July,,,,2.37,,,,,,,,
August,,,1.49,3.77,,,,,,,,
September,,,1.18,2.06,,,,,,,,
October,,,1.85,3.23,,,,,,,,
November,,,1.30,4.09,,,,,,,,
December,,,1.06,2.70,,,,,,,,
Total,,,,29.14,,,,,,,,
Calc annual,0.00,0.00,6.88,29.14,10.02,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
