"BRADFORD (THORNTON MOOR FILTERS)",,,,,,,,,,,,
Grid ref,SE051334,Long,-1.924056,Lat,53.796883,,,,,,,
Station no,3267,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.04,4.97,1.66,4.04,3.32,7.47,4.95,4.51,4.03,5.87,,
February,4.43,1.48,2.90,4.67,3.25,2.56,3.69,8.32,0.74,4.62,,
March,5.32,2.71,2.12,2.98,3.06,2.78,4.09,3.20,2.08,2.48,,
April,2.38,3.33,3.43,0.78,1.90,3.58,0.49,1.67,4.77,2.98,,
May,4.74,2.81,2.53,3.74,3.79,2.03,1.62,6.05,1.72,2.24,,
June,1.35,3.21,3.61,2.38,3.08,5.41,2.49,5.41,4.03,1.43,,
July,3.48,2.01,5.35,4.35,0.75,6.37,4.92,4.43,3.17,6.24,,
August,5.18,6.11,5.32,9.94,1.42,9.68,6.14,4.74,1.39,4.81,,
September,2.98,5.08,4.26,5.79,2.31,5.53,6.10,4.38,0.38,3.01,,
October,1.73,5.55,2.63,8.56,3.47,2.50,6.64,4.16,6.17,6.15,,
November,10.04,2.41,6.16,7.41,2.92,2.62,3.10,1.42,6.06,8.21,,
December,9.38,4.79,2.88,9.00,7.71,6.10,5.73,5.73,9.32,6.64,,
Total,56.05,44.46,42.85,63.64,36.98,56.63,49.96,54.02,43.86,54.68,,
Calc annual,56.05,44.46,42.85,63.64,36.98,56.63,49.96,54.02,43.86,54.68,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
