"FOULRIDGE (LOWER RESERVOIR)",,,,,,,,,,,,
Grid ref,SD880418,Long,-2.183988,Lat,53.872264,,,,,,,
Station no,2988/9,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,-999.00,6.61,,
February,,,,,,,,,,2.52,,
March,,,,,,,,,,1.72,,
April,,,,,,,,,,3.39,,
May,,,,,,,,,-999.00,1.96,,
June,,,,,,,,,3.25,1.18,,
July,,,,,,,,,3.32,8.14,,
August,,,,,,,,,0.88,4.74,,
September,,,,,,,,,0.38,2.76,,
October,,,,,,,,,6.42,3.74,,
November,,,,,,,,,5.11,7.84,,
December,,,,,,,,,8.61,6.08,,
Total,,,,,,,,,-999.00,50.68,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.97,50.68,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1026.97,-0.00,,
