"CHEDDAR (PUMPING STATION)",,,,,,,,,,,,
Grid ref,ST452534,Long,-2.787020,Lat,51.277096,,,,,,,
Station no,2026,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.20,3.55,0.89,2.25,3.73,3.75,3.36,1.97,3.66,3.62,,
February,4.07,0.74,1.96,3.92,2.35,0.13,3.30,3.67,0.22,2.22,,
March,4.28,4.06,0.85,2.89,1.14,1.13,2.65,0.83,3.60,2.35,,
April,4.45,1.72,3.58,0.61,1.69,1.05,0.08,1.07,3.02,2.21,,
May,2.60,3.75,1.83,2.60,3.84,0.68,1.80,2.86,1.61,1.29,,
June,0.72,3.61,2.57,3.72,3.64,1.98,2.66,3.61,1.73,3.20,,
July,2.10,0.63,5.70,4.12,0.38,2.52,4.69,3.66,2.55,5.97,,
August,5.17,3.74,3.78,3.63,0.62,5.32,4.72,3.82,0.96,5.27,,
September,2.82,3.83,3.36,5.21,3.80,4.67,3.83,5.27,0.27,4.29,,
October,0.98,3.91,2.24,4.17,1.48,1.92,3.33,3.75,3.26,7.53,,
November,7.88,5.32,2.02,6.12,4.47,0.65,2.39,2.85,5.72,4.71,,
December,2.62,3.18,1.06,3.14,5.34,3.39,3.22,4.16,6.40,4.11,,
Total,40.89,38.04,29.84,42.38,32.48,27.19,36.03,37.52,33.00,46.77,,
Calc annual,40.89,38.04,29.84,42.38,32.48,27.19,36.03,37.52,33.00,46.77,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
