"WESTON-SUPER-MARE (WORLEBURY PARK)",,,,,,,,,,,,
Grid ref,ST333628,Long,-2.959362,Lat,51.360335,,,,,,,
Station no,2039/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.78,2.95,0.60,2.44,,,,,,,,
February,3.48,0.44,1.67,3.66,,,,,,,,
March,4.07,3.13,0.99,2.90,,,,,,,,
April,3.24,1.89,3.69,0.63,,,,,,,,
May,2.96,3.98,2.02,1.62,,,,,,,,
June,0.90,2.68,2.26,3.52,,,,,,,,
July,1.73,0.99,3.99,4.32,,,,,,,,
August,5.66,6.94,4.84,3.21,,,,,,,,
September,3.20,3.51,3.74,5.28,,,,,,,,
October,0.98,4.20,2.75,,,,,,,,,
November,7.63,4.71,2.69,,,,,,,,,
December,2.45,2.49,1.58,,,,,,,,,
Total,40.08,37.91,30.82,,,,,,,,,
Calc annual,40.08,37.91,30.82,27.58,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
