"WELLINGBOROUGH (NENE WHARF)",,,,,,,,,,,,
Grid ref,SP899664,Long,-0.683414,Lat,52.288392,,,,,,,
Station no,1117/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.45,1.39,1.08,0.81,1.90,3.54,1.17,2.50,3.40,3.02,,
February,3.01,0.65,1.46,1.88,1.61,0.48,1.90,3.17,0.07,1.83,,
March,3.09,2.63,0.63,2.08,2.06,0.74,1.74,1.46,2.52,1.65,,
April,2.49,2.00,1.82,0.23,0.58,1.05,0.33,0.64,1.72,0.40,,
May,3.34,3.08,1.36,2.64,3.14,0.44,1.66,1.96,0.36,1.13,,
June,0.91,1.09,1.63,2.44,1.97,2.70,2.24,5.40,0.66,2.38,,
July,0.87,0.33,2.53,2.47,0.12,4.87,2.95,2.37,2.64,3.03,,
August,3.64,3.07,2.40,3.26,0.50,4.07,1.80,2.52,0.79,2.85,,
September,1.32,2.19,1.12,1.92,1.43,1.65,4.14,1.90,0.01,4.13,,
October,0.75,2.49,1.43,1.95,1.59,1.46,1.71,1.97,1.44,4.42,,
November,4.35,2.61,1.39,4.70,1.13,0.62,1.57,1.65,1.77,3.22,,
December,1.78,2.27,0.54,2.33,1.72,2.75,2.31,2.37,3.69,2.49,,
Total,28.00,23.80,17.39,26.71,17.75,24.37,23.52,27.91,19.07,30.55,,
Calc annual,28.00,23.80,17.39,26.71,17.75,24.37,23.52,27.91,19.07,30.55,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
