"LIVERPOOL (BRECKSIDE PARK)",,,,,,,,,,,,
Grid ref,SJ376928,Long,-2.940581,Lat,53.428280,,,,,,,
Station no,2817,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.13,3.32,1.33,3.07,2.40,3.81,1.68,2.61,3.22,5.02,,
February,2.39,0.82,1.35,3.09,2.04,0.47,1.92,5.14,0.19,1.57,,
March,4.23,2.26,1.01,2.16,1.94,1.24,2.24,1.38,1.31,1.78,,
April,1.07,2.10,2.34,0.70,1.79,2.99,0.38,0.78,2.69,1.31,,
May,3.12,1.93,1.86,2.55,2.94,0.92,1.66,2.70,1.53,2.42,,
June,1.24,1.98,1.25,3.22,3.22,1.94,1.49,4.40,2.73,0.98,,
July,1.87,1.32,3.69,3.75,0.79,4.44,4.39,3.93,3.31,3.70,,
August,5.11,2.43,3.19,4.22,1.49,8.58,4.13,3.39,1.95,4.96,,
September,2.48,3.13,3.41,3.36,2.47,2.53,5.56,4.60,0.26,3.21,,
October,0.93,4.16,1.75,5.64,2.25,2.17,3.29,2.87,3.17,3.78,,
November,6.84,2.85,3.05,5.78,1.49,1.27,1.26,1.83,4.64,6.15,,
December,4.74,3.17,1.41,3.45,3.72,2.41,3.30,4.21,5.06,2.97,,
Total,36.15,29.47,25.64,40.99,26.54,32.77,31.30,37.84,30.06,37.85,,
Calc annual,36.15,29.47,25.64,40.99,26.54,32.77,31.30,37.84,30.06,37.85,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
