"NEWCASTLETON FOREST",,,,,,,,,,,,
Grid ref,NY504878,Long,-2.780437,Lat,55.181988,,,,,,,
Station no,5059/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,100.00,,
February,,,,,,,,,,100.00,,
March,,,,,,,,,,1.49,,
April,,,,,,,,,,3.47,,
May,,,,,,,,,,2.83,,
June,,,,,,,,,,2.21,,
July,,,,,,,,,,6.57,,
August,,,,,,,,,,5.49,,
September,,,,,,,,,,2.62,,
October,,,,,,,,,,3.41,,
November,,,,,,,,,,7.01,,
December,,,,,,,,,,6.56,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,241.66,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
