"LAMBETH BRIXTON HILL RESERVOIR",,,,,,,,,,,,
Grid ref,TQ305743,Long,-0.123258,Lat,51.452652,,,,,,,
Station no,3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.08,1.70,0.94,1.13,2.16,3.29,1.44,1.70,1.95,1.59,,
February,5.85,0.85,1.18,1.95,1.24,0.27,2.55,2.31,0.07,1.28,,
March,2.71,2.67,0.51,2.06,0.97,1.09,0.70,1.16,1.71,1.72,,
April,2.43,1.10,1.91,0.26,0.29,1.19,0.30,1.35,1.76,0.61,,
May,2.18,1.31,1.35,2.41,4.96,0.46,1.04,2.19,0.69,1.68,,
June,1.14,1.19,1.30,3.40,2.19,2.36,1.11,4.24,0.57,1.02,,
July,1.60,0.55,3.67,2.86,0.75,4.40,2.80,2.03,1.29,2.97,,
August,3.03,2.72,1.31,3.96,0.95,3.00,2.09,3.34,2.08,3.04,,
September,3.20,2.93,2.01,2.18,2.23,1.69,2.22,4.00,0.05,4.15,,
October,0.90,2.50,3.35,2.33,2.84,1.38,1.87,2.77,2.11,5.73,,
November,4.76,3.41,0.96,3.72,0.53,0.36,2.00,1.85,2.66,3.63,,
December,1.84,2.22,0.65,1.43,1.72,2.58,1.92,2.66,3.11,2.39,,
Total,32.72,23.15,19.14,27.69,20.83,22.07,20.04,29.60,18.05,29.81,,
Calc annual,32.72,23.15,19.14,27.69,20.83,22.07,20.04,29.60,18.05,29.81,,
Difference,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
