"STRATHBLANE (MUGDOCK RESERVOIR)",,,,,,,,,,,,
Grid ref,NS557755,Long,-4.312500,Lat,55.950795,,,,,,,
Station no,5378,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.19,5.43,3.27,6.62,3.02,3.74,6.44,4.57,1.73,3.74,,
February,3.42,2.79,2.35,4.66,2.18,1.85,3.53,2.80,2.45,3.95,,
March,3.99,3.77,1.55,2.72,1.41,3.25,6.46,1.85,2.63,2.52,,
April,2.74,2.47,2.61,2.18,2.87,1.26,2.27,1.75,3.26,3.97,,
May,1.79,2.29,2.50,3.57,3.87,2.81,2.92,3.74,0.88,3.31,,
June,2.77,3.68,2.87,3.89,3.28,3.13,2.43,3.29,3.21,3.27,,
July,4.92,3.32,6.53,3.52,1.42,6.04,4.06,4.35,6.31,3.49,,
August,5.58,4.33,4.55,5.93,0.93,4.32,6.00,4.87,1.12,4.30,,
September,4.28,2.97,4.91,7.04,5.11,5.61,3.03,5.14,1.72,2.88,,
October,1.39,5.66,3.03,10.52,3.99,3.87,5.72,3.91,5.41,3.66,,
November,6.69,2.12,8.18,7.45,2.38,2.38,2.09,2.36,6.23,5.18,,
December,7.68,5.22,5.50,6.73,8.23,6.19,5.91,5.32,6.72,6.68,,
Total,51.44,44.05,47.85,64.83,38.69,44.45,50.86,43.95,41.67,46.95,,
Calc annual,51.44,44.05,47.85,64.83,38.69,44.45,50.86,43.95,41.67,46.95,,
Difference,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
