"DROXFORD (UPPER SWANMORE)",,,,,,,,,,,,
Grid ref,SU581174,Long,-1.174230,Lat,50.953112,,,,,,,
Station no,701/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.25,2.55,1.37,1.90,3.29,5.59,2.87,4.65,3.29,4.65,,
February,6.48,0.76,1.86,3.56,1.80,0.14,4.68,2.93,0.17,3.75,,
March,5.28,3.18,0.87,3.88,1.49,0.59,2.51,1.80,3.22,2.18,,
April,2.74,1.88,1.95,0.45,0.58,1.76,0.18,0.72,2.94,1.22,,
May,2.61,2.64,3.01,2.33,4.81,0.30,1.34,2.60,0.43,1.25,,
June,1.06,1.25,2.50,4.01,2.81,2.61,1.81,4.07,0.84,2.33,,
July,3.36,0.46,5.26,3.78,0.90,3.42,5.81,1.87,2.35,5.15,,
August,5.97,3.36,2.24,4.32,0.86,3.48,2.70,4.03,3.23,5.02,,
September,4.30,3.59,3.93,3.40,2.41,3.41,3.99,5.14,0.10,5.77,,
October,1.23,5.03,4.13,3.17,5.68,2.74,2.49,3.62,3.39,9.29,,
November,8.87,4.36,1.85,4.89,3.60,0.85,3.01,3.33,4.09,6.41,,
December,3.02,2.88,0.85,3.21,5.25,5.93,3.05,4.13,7.66,4.04,,
Total,49.17,31.94,29.82,38.90,33.48,30.82,34.44,38.89,31.71,51.06,,
Calc annual,49.17,31.94,29.82,38.90,33.48,30.82,34.44,38.89,31.71,51.06,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
