"NOTTINGHAM (THE CASTLE)",,,,,,,,,,,,
Grid ref,SK568395,Long,-1.156075,Lat,52.949884,,,,,,,
Station no,2604,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.05,1.70,0.86,1.42,2.19,2.83,1.29,2.55,3.15,4.64,,
February,2.62,0.45,1.47,2.17,1.47,0.70,1.68,2.74,0.15,1.72,,
March,3.13,2.41,1.08,1.84,2.21,0.67,2.26,1.43,1.51,1.29,,
April,1.56,1.70,1.87,0.27,0.99,1.37,0.14,0.73,2.43,1.07,,
May,2.67,3.40,1.88,2.42,3.58,0.72,1.06,1.83,0.39,0.99,,
June,1.41,2.60,3.15,3.31,3.14,3.21,1.47,4.17,1.16,1.49,,
July,0.80,0.34,2.33,1.69,0.77,2.65,2.76,3.97,1.62,3.39,,
August,6.05,2.18,1.90,4.18,0.33,5.82,3.57,2.24,0.63,3.88,,
September,1.19,1.48,1.34,2.17,0.61,1.73,5.11,2.04,0.09,3.92,,
October,0.72,2.64,2.25,3.05,1.44,1.21,1.28,2.10,2.08,4.37,,
November,4.70,1.83,1.38,4.20,1.43,0.74,1.71,1.32,1.86,2.65,,
December,1.60,2.18,0.97,2.05,1.67,1.82,1.91,2.55,2.92,3.10,,
Total,28.50,22.91,20.48,28.77,19.83,23.47,24.24,27.67,17.99,32.51,,
Calc annual,28.50,22.91,20.48,28.77,19.83,23.47,24.24,27.67,17.99,32.51,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,,
