"EPSOM DOWNS (SHAWLEY CRES.)",,,,,,,,,,,,
Grid ref,TQ234584,Long,-0.230904,Lat,51.311343,,,,,,,
Station no,133/2/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,2.68,,
February,,,,,,,,,,1.81,,
March,,,,,,,,,,1.97,,
April,,,,,,,,,,0.79,,
May,,,,,,,,,,1.74,,
June,,,,,,,,,,1.38,,
July,,,,,,,,,,3.13,,
August,,,,,,,,,,3.49,,
September,,,,,,,,,,2.94,,
October,,,,,,,,,,5.57,,
November,,,,,,,,,,4.74,,
December,,,,,,,,,4.79,3.02,,
Total,,,,,,,,,,33.26,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.79,33.26,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
