"HIGH BENTHAM (INGLEFIELD)",,,,,,,,,,,,
Grid ref,SD668697,Long,-2.509456,Lat,54.122082,,,,,,,
Station no,3069,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.47,5.09,2.34,4.81,2.48,3.77,5.11,,,,,
February,4.74,1.26,2.28,3.75,1.69,0.80,4.27,,,,,
March,4.45,2.07,0.86,2.87,1.72,1.81,3.15,,,,,
April,3.01,2.71,2.80,1.43,2.13,1.79,,,,,,
May,1.20,2.57,1.80,3.34,3.41,2.20,,,,,,
June,1.37,3.87,2.37,3.27,2.81,2.57,,,,,,
July,3.18,2.56,5.42,7.05,1.21,4.18,,,,,,
August,3.53,6.59,4.72,7.31,1.37,12.47,,,,,,
September,3.64,3.67,7.41,6.50,3.64,3.06,,,,,,
October,2.25,4.56,2.09,10.85,3.41,2.36,,,,,,
November,8.70,1.78,5.42,8.57,2.65,1.32,,,,,,
December,10.98,3.94,2.16,6.62,6.45,6.04,,,,,,
Total,51.52,40.67,39.67,66.37,32.97,42.37,,,,,,
Calc annual,51.52,40.67,39.67,66.37,32.97,42.37,12.53,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,-0.00,NaN,NaN,NaN,NaN,,
