"FORT WILLIAM (CAMAGHAEL)",,,,,,,,,,,,
Grid ref,NN123759,Long,-5.078467,Lat,56.836536,,,,,,,
Station no,5729/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,,,,
June,,,,,,,,,,,,
July,,,,,,,,,,,,
August,,,,,,,,,,5.62,,
September,,,,,,,,,,3.19,,
October,,,,,,,,,,1.40,,
November,,,,,,,,,,6.56,,
December,,,,,,,,,,8.88,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.65,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
