"STOKE FLEMING (OVERSEA HOUSE)",,,,,,,,,,,,
Grid ref,SX865482,Long,-3.595754,Lat,50.322774,,,,,,,
Station no,1670/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.99,,,,,,,,,,,
February,4.82,,,,,,,,,,,
March,5.82,,,,,,,,,,,
April,3.09,,,,,,,,,,,
May,2.62,,,,,,,,,,,
June,1.28,,,,,,,,,,,
July,1.27,,,,,,,,,,,
August,5.65,,,,,,,,,,,
September,5.92,,,,,,,,,,,
October,1.30,,,,,,,,,,,
November,5.93,,,,,,,,,,,
December,4.16,,,,,,,,,,,
Total,46.85,,,,,,,,,,,
Calc annual,46.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
