"GREENOCK WW (LOCH THOM)",,,,,,,,,,,,
Grid ref,NS256724,Long,-4.791952,Lat,55.912993,,,,,,,
Station no,5311,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.34,7.70,4.93,8.48,4.94,4.11,8.95,7.95,2.23,5.92,,
February,4.30,3.19,3.77,7.30,4.18,2.09,4.66,5.13,3.03,7.75,,
March,5.31,5.40,1.87,4.99,2.64,3.55,7.19,2.17,4.62,4.22,,
April,4.16,3.16,2.97,3.91,6.27,2.06,3.47,2.89,5.45,8.66,,
May,2.54,2.14,3.65,3.92,4.90,4.31,2.59,5.37,1.52,3.60,,
June,2.68,4.76,1.70,5.29,4.36,3.64,2.87,4.50,3.78,3.64,,
July,4.65,3.60,7.43,4.22,1.46,5.79,-999.00,7.46,7.55,7.00,,
August,5.13,6.14,6.28,6.41,1.62,6.00,5.55,5.81,2.04,4.33,,
September,6.03,5.01,8.77,9.53,6.66,5.53,4.20,5.49,2.01,4.35,,
October,2.23,7.94,5.92,11.60,6.50,4.04,7.32,6.24,8.08,4.48,,
November,9.22,2.47,11.72,10.97,3.91,3.18,3.08,3.01,8.53,10.47,,
December,11.62,7.45,7.64,9.07,10.58,9.60,8.73,8.43,13.41,8.10,,
Total,65.21,58.96,66.65,85.69,58.02,53.90,65.19,64.45,62.25,72.52,,
Calc annual,65.21,58.96,66.65,85.69,58.02,53.90,58.61,64.45,62.25,72.52,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,6.58,0.00,0.00,0.00,,
